text,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Visual Arts,Workplace
"in japan, there exists a government agency known as the supernatural disaster countermeasures division (sdcd), whose duty is to protect the citizens from creatures unseen. they are able to dispatch these monsters swiftly and without alerting the general public. but currently, they face a different challenge: the betrayal of one of their own. after the death of her mother several years ago, kagura tsuchimiya has been fostered by the isayama family and forms a close sister-like bond with their daughter yomi. the two become inseparable, and together they work for the sdcd as highly skilled exorcists. however, as the stress and consequences of their sacred duty weigh on them both, and family politics come into play, kagura and yomi begin to slowly drift apart. one of them grows earnestly into her role as an exorcist, and the other heads down a dark path from which there may be no redemption.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
ichigo is a little girl who is distressed by the failing relationship between her mother and father (who is actually her step-father). after school one day she meets a driver of a magical bus and finds herself taking a ride in the bus. the bus transports her to the past to shortly after her mother and real father met. perhaps she is meant to do something that will help her parents stay together and love one another further into the future.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hina tsurugi and her family have just moved to a quaint seaside town. hoping to savor the sight of the peaceful ocean, hina stumbles upon a girl named yuuki kuroiwa an upperclassman at her new school who invites hina to join her in fishing. hina reels in an octopus, which falls onto her; being afraid of bugs and big creatures, she panics and begs yuuki to remove it from her. yuuki sees this as an opportunity to force hina to join the school's breakwater club a club where members gather, catch, and eat various types of marine life as their main activity. although her attempts to refuse to join fail, hina slowly begins to discover the hidden joy in fishing. her view on the sport changes, now looking forward to all the delightful experiences she can take part in alongside her fellow club members.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"much like the other students at her school, first-year student saki aoi finds herself captivated by the beauty of her senior on the school board, makoto hanaoka. while she worries that hanaoka would be uncomfortable receiving a confession from another girl, aoi musters up the courage to tell her anyway. however, hanaoka's response surprises aoi for a completely different reason hanaoka is actually a cross-dressing boy! fully expecting aoi to be abhorred by this revelation, hanaoka is shocked to find that she has no issues with it. though hanaoka rejects aoi's request to go out with her citing his identity and the fact that he has never fallen in love before aoi insists that she will become his first love. taken aback by aoi's determination, hanaoka wonders if he can really fall in love with her if he cannot find it in him to truly love himself first.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dissatisfied with impact blue's growing reputation as the fastest racer on mount usui, mako satou decides to break out of her mold and dedicate her time toward becoming a professional racer. however, as she prepares for this next stage in her life, mako bumps into an ex-boyfriend, prompting an awkward exchange that makes her resolve waver. but, the question arises whether this second chance at love is enough for mako to give up her newfound passion for racing permanently.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a special included on the 7th dvd release, commonly known as ""episode 14"". it features nudity and adult situations which were not present in the original series.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"with their school's pool opening the next day, iria schemes up the idea to hold a swimsuit contest. with lisara, mina, quele, and iria herself all participating in the event.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"the first episode, musha, knight, commando: sd gundam emergency sortie, features the three gundams and a young girl named riplin joining together to fight evil. the second episode, dawn of papal, episode 103: suginamu's bride, stars artesia in a fantasy-themed adventure.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"despite completing all the tasks given to them, ainz ooal gown, tanya degurechaff, kazuma satou, subaru natsuki, and the other members of class 2 are surprised to find out that their role as students is far from over. with no means of returning home, the class of eccentric personalities is still mysteriously stuck in the unfamiliar world. although, as they are becoming quite fond of each other, spending more time together does not sound that bad. with the unexpected arrival of new transfer students, the comedic antics of our beloved characters continue to grow. thus, their bizarre yet nonchalant school life continues.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a father and daughter are on a trip to see a beautiful view of the moon when they encounter an old man. the old man offers them chocolates and recounts his memories of the last summer of world war ii. his experiences, both bitter and sweet, speak to universal human nature that transcends the conflict itself a shared truth within every person, even if they are on opposing sides of a battle.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"we try to enrich ourselves through prayer, faith and devotion to someone or something ""other."" similarly, we believe in the existence of ""anomalies,"" such as unknowable and uncontrollable monsters. but can such beliefs advance us?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"when you look up at the sky, what do you see? a blue sky? freedom? a hopeful future? the people of tokyo see none of these. instead, an ominous alien mothership looms overhead, engulfing the city skyscape. three years ago, they came. the arrival of the ""invaders"" sparked the greatest war humanity had ever faced one that threatened to end the world. the japanese government scrambled to fight the invaders. weapons were mass-produced, sparking controversy and pacifist movements. that day, everything changed. and yet, nothing has changed. kadode koyama and ouran nakagawa live their final days like they always have: going to school, playing with friends, and doing what any carefree high school girl would do. as they grow up, they come to learn what it truly means to be an adult, in a world where adults seem to be demons who only deceive and destroy. they come to learn the real threat to humanity is not the invaders, but humanity itself.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"music videos included on the play the lupin ""clips x parts collection"" animation dvd.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
picture drama included on the is: infinite stratos 2 blu-ray box.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a collaboration campaign between nissin's chikin ramen mascot hiyoko-chan and sanrio's mascot gudetama. cross over goods will be sold by both companies.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1. oniichan daaisuki 2. mirai no akarui ikkakusenkin keikaku 3. 20-dai joshi, koi ooki otoshigoro 4. idol e no michi! 5. pajama party 6. gasshuku ni ikou! 7. haha kara no tegami",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"keina suda's 1st ep titled ""teeter"" will have a limited edition release bundled with a dvd that contains 2 animated items on december 16, 2019. first is the official music video for mock animated by avogado6 (a short version was also released on suda's official youtube channel). second is the official music video for dolly animated by avogado6 (it was also released on suda's official youtube channel).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
detective conan television commercial for shounen sunday magazine.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"the opposite bank of lethe river is boundary realm with all night along, keeping the balance of the world s deaths by ghost messengers. black and white warriors are ghost messengers collecting spirits from the human realm. xiaohei and xiaobai, a pair of black and white warriors at the bottom, whose relationship became delicate after experiencing the incident happened inside one hundred ghost great seal. at the same time, xiaobai s true identity began to surface",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"after the end of the world, there is a mysterious museum left in the world. no one knows where the collection came from. are these seemingly funny ""historical relics"" proof of the existence of real humans?",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"with the tumultuous cultural festival behind him, masamune makabe continues his efforts to carry out his revenge: to make the ""cruel princess"" aki adagaki deeply fall for him and then immediately dump her. as his class is going on a trip to paris, widely known as the city of love, masamune has the perfect opportunity to get even for his childhood heartbreak. before masamune can impress aki, the two meet muriel besson, a french high school otaku who aspires to create a romantic comedy manga series. muriel believes masamune is the ideal model for the protagonist and asks for his help. the boy reluctantly agrees, dragging aki along to provide inspiration for the love interest's character. but to do so, the two must show muriel what japanese love is like. to make matters more complicated, kanetsugu gasou is masquerading as aki's childhood friend, masamune, to trick and use her. with mix-ups and love rivals galore, masamune's revenge is proving to be quite the difficult task.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fable, an assassin who works in organized crime, has been raised to the legendary status of a ruthless killer capable of murdering any man within six seconds. six years after his debut, his boss fears that fable has started to attract too much attention from the legal authorities, and he orders him to hide in osaka for a year. accompanied by his driver who assumes the identity of his sister, fable is bound by a special condition: he must act as a civilian and not murder anyone lest he and his partner lose their lives. however, the seemingly well-deserved holiday soon takes a grim turn. takeshi ebihara, the second-in-command of the osaka mafia that officially protects the assassin, sees fable's presence as a threat and wants to remove him. constantly monitored by the yakuza and regularly put in life-or-death situations, fable has no other choice but to outwit takeshi's schemes if he wants to stay alive.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"with a stray pitch that completely missed the batter, eijun sawamura loses his final middle school baseball game. frustrated by this defeat, eijun and his teammates vow to reach the national tournament once they are in high school. but everything changes when a scout unexpectedly invites him to tokyo's prestigious seidou high school after seeing the potential in his unusual pitching style. encouraged by his teammates, eijun accepts the offer, ready to improve his skills and play at a much more competitive level of baseball. however, now surrounded by a large number of skilled players, eijun struggles to find his place on the team. he declares that he will one day become the team's ace, but that's only if fellow first year satoru furuya doesn't take the title first, with his breakneck fastballs that earn him a coveted spot on the starting roster. with the addition of these talented new players to an already powerful lineup, the seidou baseball team aims to become the best in japan, facing off against a number of formidable foes that stand in their way.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"kujo jotaro is a normal, popular japanese high-schooler, until he thinks that he is possessed by a spirit, and locks himself in prison. after seeing his grandfather, joseph joestar, and fighting joseph's friend muhammad abdul, jotaro learns that the ""spirit"" is actually star platinum, his stand, or fighting energy given a semi-solid form. later, his mother gains a stand, and becomes sick. jotaro learns that it is because the vampire dio brando has been revived 100 years after his defeat to jonathan joestar, jotaro's great-great-grandfather. jotaro decides to join joseph and abdul in a trip to egypt to defeat dio once and for all.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
another iteration in the peeping life franchise.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
short episodes included in the limited edition bd dvd volume releases.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a series of shorts featuring index-tan.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a recap of the first thirteen episodes of fairy tail: 100-nen quest.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"in a futuristic world, young marty stumbles upon a bionic arm which endows him with superhuman powers and put him at the centre of a centuries-old struggle between good and evil. his teenager heart will now begin a long-way training together with two loyal friends: buttons, his robo-puppy, and the brave ally.",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"los angeles 2032. a young woman wakes up with no memories and possessing deadly skills. the only clues to her mystery are a locked data device and a tattoo of a black lotus. putting together the pieces, she must hunt down the people responsible for her brutal and bloody past to find the truth of her lost identity.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
music video of the song sangenshoku by yoasobi.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a brief special where the girls pretend to be astronauts.,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"based on a fantasy manga by narita imomushi. astra ludger doomsday, former captain of the royal knights has finally achieved his dearest wish: to retire and use his savings to get his very own house. but not long after finally arriving at his sanctuary, a young girl crash-lands into his house. the girl is an apprentice witch and seems to mistake astra for someone else.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""period"" is how magic users called who beat ""spiral"" monsters that were summoned from isolation. due to the rise of these beings, 14-year-old apprentice period haru, who is a part of the eighth arc-end division, is called to break the cycle and cast himself into the endless battle. however, a mysterious thievery occurred and sank the division into bankruptcy, forcing haru and his other comrades have to leave their headquarters. to rebuild a branch, they have to overcome quest after quest.",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"having just graduated from animation school, mikiko oguro eagerly arrives at studio petit for her first day of work. however, an unfortunate situation suddenly paves the way for the novice animator to become the production manager of time journeys: an upcoming tv anime with a tight production schedule. struggling to pull various creatives together to keep the series on track for broadcasting, mikiko quickly learns how stressful anime production can be and gets some first-hand experience with the herculean efforts it takes to create a work that can touch viewers' hearts.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"this animation epic tells the story of the guardians of the ""heavenly martial treasure"" of genghis khan, who protected it during the ""tumu crisis"" in the ming dynasty. after the massacre of the guardians in one night, the young lord wuyunzong, the sole survivor of the guardians, seeks revenge and searches for the treasure. along the way, he encounters a series of thrilling adventures involving pursuit and growth, love and friendship, conspiracy and betrayal.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a short story depicting a fierce pursuit of a mouse, a dog, and a fully automatic pest control machine.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"in the distant past, a war between humans and demons brought about widespread chaos and bloodshed. to put an end to this seemingly endless conflict, demon king anos voldigoad willingly sacrificed his life, hoping to be reborn in a peaceful future. in preparation for their king's return, the demon race created the demon king academy, an elite institution tasked with determining anos' identity when he reawakens. he reincarnates two millennia later, but to his surprise, he soon learns that the level of magic in the world has drastically waned during his absence. moreover, when he enrolls at the academy to reclaim his rightful title, he finds out that demonkind remembers him differently. his personality, his deeds, and even his legacy are all falsified masked beneath the name of an impostor. this ""lack"" of common knowledge renders him the academy's outlier a misfit never before seen in history. despite these drawbacks, anos remains unfazed. as he sets out to uncover those altering his glorious past, he takes it upon himself to make his descendants recognize that their ruler has finally returned.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"the doujin (self-published) creators of the koutetsu no vendetta (iron vendetta) military robot anime project released a preview dvd at tokyo's comic market 75 convention. the dvd included the unedited versions of the project's pilot film, special supplemental videos, and a collection of key animation drawings. the running times of the pilot and the supplemental video collection are each under five minutes long. note: the project is on hold due to the dissolution of the production division of its sponsor ankama japan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mito isn't just another space pirate, she's a three foot tall childlike alien with enough guts to outshine a supernova. she's known as the galaxy's most dangerous pirate, a wanted criminal who destroys a dozen police space cruisers every day before breakfast. but all she really wants is to be called ""mom.""",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"conan and ran are visiting heiji and kazuha in osaka when the four come across a trio of kids while touring the city. these children, who look eerily similar to the detective boys but with different personalities, are looking for their friend who has gone missing and the two young detectives agree to help find the vanished boy.",0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
one of the famous asian animated films from the late 1950s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a collaboration between eagle talon and the mobile game sengoku taiga. yoshida is playing the game and suddenly becomes yukimura while the chancellor becomes ieyasu. yoshida explains the game mechanics and chancellor is ecstatic that yoshida's advice for battle tactics help him defeat deluxe fighter's character in the game. yoshida continues to talk about a special event running from april 24, 2019 - may 8, 2019.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mini mashiro no oto anime released on the official twitter account.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"anpanman finds an odd little girl from outer space. the girl turns out to be kokin-chan, dokin-chan's younger sister who came to earth to play. moreover, kokin-chan is a master of fake crying and exploits her skill to get out of the trouble she causes. and her tears have the special power to make anyone whose eyes are touched by them cry without reason.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"two years after the battle against eosmon, davis motomiya, ken ichijouji, yolei inoue, cody hida, t.k. takaishi, and kari kamiya meet a boy named rui owada, who is found with a depowered digivice and claims to be the first digidestined ever. in addition, a digimon named ukkomon appears in the real world, who wants every person in the world to have their own digimon partner.",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"percival has always lived with his grandfather on god's finger, a remote haven that sits high above the clouds. and though he loves the simple life, he secretly longs for adventure. but percival's life is changed forever when an intruder who shares a shocking connection with him tears away everything he's ever known. with nothing left to do but chase down the one who took everything from him, percival sets out on his own. during his journey, the sheltered boy discovers that there are a lot of things he doesn't know about normal life. luckily, he meets friends along the way who can help him get by but how will they react when they find out about percival's destiny... and how it's connected to the end of the world?",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"it has been a century since ""true magic"" initially thought to be merely folklore and legend had become commonplace technology worldwide. first national magic university affiliated high school (first high), one of the nine magic academies in japan, admits two skilled siblings miyuki and tatsuya shiba into the academy. first high splits its students into two groups, course 1 and course 2, based on entrance exam scores. this causes an apparent disdain for the course 2 students, as they are labeled ""weeds"" by course 1 students, who alternatively call themselves ""blooms."" tatsuya is admitted to course 2, while his sister miyuki joins course 1 as an honor student. miyuki wishes to show first high that, despite her brother being labeled as inept, he is among the best magicians in the whole world. mahouka koukou no yuutousei retells the story of mahouka koukou no rettousei from the point of view of miyuki and the other female characters.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
